Title,Authors
NISB-Map: Scalable Mapping With Neural Implicit Spatial Block.,"Yuxin Sun,Yulin Wang,Beichen Xiang,Zhongqu Xie,Xiaolong Yang"
Vision-and-Force-Based Compliance Control for a Posterior Segment Ophthalmic Surgical Robot.,"Ning Wang,Hongbing Zhang,Danail Stoyanov,Agostino Stilli,Xiaodong Zhang"
A Novel Variable-Diameter-Stiffness Guiding Sheath for Endoscopic Surgery.,"Siyang Zuo,Haibo Wang"
Active Implicit Object Reconstruction Using Uncertainty-Guided Next-Best-View Optimization.,"Dongyu Yan,Jianheng Liu,Haoyao Chen,Mengmeng Fu,Fengyu Quan"
Follow the Force: Haptic Communication Enhances Coordination in Physical Human-Robot Interaction When Humans are Followers.,"Raz Leib,David W. Franklin,Yiming Liu"
Electromagnetic Clutch-Based Ankle Exosuit for Assisting Stroke Survivors With Different Body Sizes.,"Gang Liu,Chunhong Zhao,Shuai Yin,Bin Shi,Jing Wang"
Modelling of Tendon-Driven Continuum Robot Based on Constraint Analysis and Pseudo-Rigid Body Model.,"Shaotong Liu,Chao Chen,Charles Troeung"
Fast Motion Performance of a Bionic Ray Robot With Serial Pectoral Fins.,"Kai Li,Simon X. Yang,Yu Ji,Zhiwei Yu"
Integrated Magnetic Location Sensing and Actuation of Steerable Robotic Catheters for Peripheral Arterial Disease Treatment.,"Ithza Lopez,Farshid Alambeigi,Lei Zhou,Hamidreza Saber,Alexa Aguilar Izquierdo,Kevin Yu,Jingjie Wu"
Cascade RDN: Towards Accurate Localization in Industrial Visual Anomaly Detection With Structural Anomaly Generation.,"Jian Zhang,Runwei Ding,Ge Yang,Yidi Li"
SLoMo: A General System for Legged Robot Motion Imitation From Casual Videos.,"John Z. Zhang,Gengshan Yang,Arun L. Bishop,Deva Ramanan,Shuo Yang,Swaminathan Gurumurthy,Zachary Manchester"
Autonomous System for Vaginal Cuff Closure via Model-Based Planning and Markerless Tracking Techniques.,"Jin U. Kang,Axel Krieger,Michael Kam,Michael H. Hsieh,Karen C. Wang,Justin D. Opfermann,Shuwen Wei,Hamed Saeidi"
Design and Analysis of an Energy-Saving Exoskeleton for Carrying Torso-Borne Loads.,"Xingsong Wang,Yinglong Zhang,Minxu Yan,Yuxuan Zhang,Jiyuan Wu"
Motion Forecasting Network (MoFCNet): IMU-Based Human Motion Forecasting for Hip Assistive Exoskeleton.,"Jieren Deng,Yunkuan Wang,Haojian Zhang,Xingxuan Zhang,Jianhua Hu"
KPPR: Exploiting Momentum Contrast for Point Cloud-Based Place Recognition.,"Cyrill Stachniss,Louis Wiesmann,Lucas Nunes,Jens Behley"
Design and Verification of Lockable Upper-Limb Exoskeleton Based on Jamming and Engagement Mechanisms.,"Zhuo Ma,Siyang Zuo,Jianbin Liu,Haofeng Zhang"
FAEL: Fast Autonomous Exploration for Large-scale Environments With a Mobile Robot.,"Junlong Huang,Longwei Li,Boyu Zhou,Yingrui Jie,Zhengping Fan,Hui Cheng,Yilin Zhu"
A Fault-Tolerant Soft Swallowing Robot Capable of Grasping Delicate Structures Underwater.,"Bo Wang,Jiantao Yao,Xiaoyang Shang,Haili Li,Xingzhi Li"
"IC-GVINS: A Robust, Real-Time, INS-Centric GNSS-Visual-Inertial Navigation System.","Jing Fan,Jingnan Liu,Hailiang Tang,Xiaoji Niu,Tisheng Zhang"
Design of an Expressive Robotic Guitarist.,"Gil Weinberg,Amit Rogel,Ning Yang"
Unsupervised Pre-Training for 3D Leaf Instance Segmentation.,"Cyrill Stachniss,Gianmarco Roggiolani,Federico Magistri,Tiziano Guadagnino,Jens Behley"
APP: A,"Hui Cheng,Yong Li"
TransAPR: Absolute Camera Pose Regression With Spatial and Temporal Attention.,"Tingming Bai,Xijun Zhao,Chengyu Qiao,Zhiyu Xiang,YuanGang Fan,Jingyun Fu"
Analysis of Serial Mechanism Synthesis With Fewer Degrees of Freedom From a Geometric Point of View.,"Yimin Xia,Yuanfu He,Laikuang Lin,Mei Yang"
Jamming Enabled Variable Stiffness Wrist Exoskeleton for Tremor Suppression.,"Weinan Gao,Xudong Yang,Guohui Wang,Yifan Wang,Hailu Wang"
Revisiting the Adversarial Robustness-Accuracy Tradeoff in Robot Learning.,"Thomas A. Henzinger,Mathias Lechner,Alexander Amini,Daniela Rus"
ERRA: An Embodied Representation and Reasoning Architecture for Long-Horizon Language-Conditioned Manipulation Tasks.,"Shuai Yuan,Michael Yu Wang,Qifeng Chen,Chunli Jiang,Hongyu Yu,Junhao Cai,Chao Zhao"
Concentric Tube Robot Redundancy Resolution via Velocity/Compliance Manipulability Optimization.,"Yifan Wang,Deqiang Qiu,Yue Chen,Jia Shen,Milad Azizkhani"
Morphobot: A Platform for Morphogenesis in Robot Swarm.,"Xiaoyang Qin,Mengyun Pan,Yongliang Yang,Lianqing Liu,Long Cui"
Single-Level Differentiable Contact Simulation.,"Sumeet Singh,Vikas Sindhwani,Pete Florence,Simon Le Cleac'h,Mac Schwager,Zachary Manchester"
Collision-Free Distributed Control for Multiple Quadrotors in Cluttered Environments With Static and Dynamic Obstacles.,"Guang Yang,Mingming Wang,Jinjin Guo,Juntong Qi,Chong Wu"
Edge-Based Monocular Thermal-Inertial Odometry in Visually Degraded Environments.,"Shiwu Zhang,Yu Wang,Yufeng Liu,Haoyao Chen"
Design and Control of a Snake Robot With a Gripper for Inspection and Maintenance in Narrow Spaces.,"Aiguo Song,Yawen Li,Zichao Ji,Guangming Song,Fei Wang"
Subject-Independent Estimation of Continuous Movements Using CNN-LSTM for a Home-Based Upper Limb Rehabilitation System.,"Masahiko Kawanishi,Dongdong Bu,He Li,Shuxiang Guo,Hanze Wang"
CEKD: Cross-Modal Edge-Privileged Knowledge Distillation for Semantic Scene Understanding Using Only Thermal Images.,"Zhen Feng,Yuxiang Sun,Yanning Guo"
Scale-Aware Squeeze-and-Excitation for Lightweight Object Detection.,"Zhihua Xu,Zhijing Yang,Yukai Shi,Tianshui Chen,Xiaobin Hong"
FF-LINS: A Consistent Frame-to-Frame Solid-State-LiDAR-Inertial State Estimator.,"Jingnan Liu,Hailiang Tang,Tisheng Zhang,Xiaoji Niu,Liqiang Wang,Linfu Wei"
AirTwins: Modular Bi-Copters Capable of Splitting From Their Combined Quadcopter in Midair.,"Daochun Li,Jinwu Xiang,Fangyuan Liu,Yuzhe Gao,Song Li,Zhan Tu"
Composite Disturbance Rejection Control Strategy for Multi-Quadrotor Transportation System.,"Kai Zhao,Jinhui Zhang"
Heterogeneous Deep Metric Learning for Ground and Aerial Point Cloud-Based Place Recognition.,"Yingrui Jie,Hui Cheng,Yilin Zhu"
PT-FlowNet: Scene Flow Estimation on Point Clouds With Point Transformer.,"Tingming Bai,Chengyu Qiao,Zhiyu Xiang,Jingyun Fu"
Collision-Free Motion Generation Based on Stochastic Optimization and Composite Signed Distance Field Networks of Articulated Robot.,"Baolin Liu,Fei Zhao,Xuesong Mei,Gedong Jiang"
A Backward Algorithm to Determine the Existence of Legal Firing Sequences in Ordinary Petri Nets.,"MengChu Zhou,Liang Qi,Yue Su"
Handling Constrained Optimization in Factor Graphs for Autonomous Navigation.,"Tiziano Guadagnino,Giorgio Grisetti,Barbara Bazzana"
A Power-Aware Control Strategy for an Elbow Effort-Compensation Device.,"Arash Ajoudani,Nikos G. Tsagarakis,Elena De Momi,Emir Mobedi,Wansoo Kim,Sebastian Hjorth"
Dynamic Process Modeling and Real-Time Performance Evaluation of Rework Production System With Small-Lot Order.,"Zejun Ni,Zhiyang Jia,Chiye Ma"
Gait Phase Detection Based on LSTM-CRF for Stair Ambulation.,"Haochen Wei,Michael Yu Wang,Raymond Kai-Yu Tong,Chao Chen"
Sim2Real Transfer of Reinforcement Learning for Concentric Tube Robots.,"Christos Bergeles,S. M. Hadi Sadati,Keshav Iyengar,Sarah K. Spurgeon,Danail Stoyanov"
A Palm-Shape Variable-Stiffness Gripper Based on 3D-Printed Fabric Jamming.,"Yuchen Zhao,Yifan Wang"
Disentangling Crowd Interactions for Pedestrians Trajectory Prediction.,"Wei-Yun Yau,Niraj Bhujel"
Autonomous Navigation With Online Replanning and Recovery Behaviors for Wheeled-Legged Robots Using Behavior Trees.,"Luca Muratore,Nikos G. Tsagarakis,Alessio De Luca"
Robot Navigation in Complex Workspaces Using Conformal Navigation Transformations.,"Peng Xu,Wenle Zhang,Jianchang Liu,Li Fan"
QISO-SLAM: Object-Oriented SLAM Using Dual Quadrics as Landmarks Based on Instance Segmentation.,"Changle Xiang,Bin Xu,Wei Fan,Yutong Wang"
Aerial Monocular 3D Object Detection.,"Siheng Chen,Yue Hu,Shaoheng Fang,Weidi Xie"
Shape-Changing Robotic Mannequin Shoulder With Bio-Inspired Layered Structure.,"Yiwen Lu,Juncai Long,Guodong Lu,Chengdi Zhou,Yixiong Feng,Jituo Li"
Wind Turbine Crack Inspection Using a Quadrotor With Image Motion Blur Avoided.,"Beibei Ren,Yafeng Wang,Qi Lu"
Learn to Grasp Via Intention Discovery and Its Application to Challenging Clutter.,"Michael Yu Wang,Qifeng Chen,Chunli Jiang,Hongyu Yu,Junhao Cai,Chao Zhao"
CCVO: Cascaded CNNs for Fast Monocular Visual Odometry Towards the Dynamic Environment.,"Xin Lin,Guanghong Gong,Ni Li,Guoqing Hou,Tiantian Zhang,Chaopin Yang"
HAPOR: Hierarchical-Features Aligned Projection Optimization for Relocalization.,"Xue Li,Wei Li,Huahui Xiao,Zhili Liu,Shengyin Fan,Jiahao Yin,Xinyu Zhou"
Towards Optimal Design of Dielectric Elastomer Actuators Using a Graph Neural Network Encoder.,"Wenyu Liang,Jun Liu,Zhuangjian Liu,Yangfan Li"
Class Incremental Robotic Pick-and-Place via Incremental Few-Shot Object Detection.,"Jieren Deng,Yunkuan Wang,Haojian Zhang,Xingxuan Zhang,Jianhua Hu"
InconSeg: Residual-Guided Fusion With Inconsistent Multi-Modal Data for Negative and Positive Road Obstacles Segmentation.,"David Navarro-Alarcon,Yueyong Lyu,Zhen Feng,Yuxiang Sun,Yanning Guo"
Automated Dissection of Intact Single Cell From Tissue Using Robotic Micromanipulation System.,"Fanghao Wang,Mingchuan Zhou,Xiangyu Guo,Youchao Zhang,Chuanjie Liu,Qingyu Wang,Yibin Ying"
Towards Domain Generalization in Crop and Weed Segmentation for Precision Farming Robots.,"Cyrill Stachniss,Federico Magistri,Thomas L,Jan Weyler,Jens Behley"
High Precision Leaf Instance Segmentation for Phenotyping in Point Clouds Obtained Under Real Field Conditions.,"Matteo Sodano,Cyrill Stachniss,Louis Wiesmann,Rodrigo Marcuzzi,Jens Behley,Dhagash Desai,Elias Marks,Federico Magistri"
An Improved Koopman-MPC Framework for Data-Driven Modeling and Control of Soft Actuators.,"Aiguo Song,Baoguo Xu,Yifei Wang,Cong Hu,Jianwei Lai,Huijun Li,Jiajin Wang"
A Novel Hybrid Unsupervised Domain Adaptation Method for Cross-Subject Joint Angle Estimation From Surface Electromyography.,"Zhipeng Sun,Long Wang,Zhangyi Chen,Jingyi Xue,Wei Sun,Xiaoling Li,Shiwen Zhang"
The Hydra Hand: A Mode-Switching Underactuated Gripper With Precision and Power Grasping Modes.,"Fernando Bello,Nicol,Petar Kormushev,Digby Chappell"
GFANet: Group Fusion Aggregation Network for Real Time Stereo Matching.,"Yakai Zhang,Jinhui Zhang"
Building Volumetric Beliefs for Dynamic Environments Exploiting Map-Based Moving Object Segmentation.,"Cyrill Stachniss,Tiziano Guadagnino,Ignacio Vizzo,Xieyuanli Chen,Benedikt Mersch,Jens Behley"
Expanding Sparse LiDAR Depth and Guiding Stereo Matching for Robust Dense Depth Estimation.,"Shiqiang Zhu,Zhenyu Xu,Yuxiang Sun,Yuehua Li"
Gaussian Radar Transformer for Semantic Segmentation in Noisy Radar Data.,"Cyrill Stachniss,Michael Heidingsfeld,Matthias Zeller,Jens Behley"
Fast Force-Closure Grasp Synthesis With Learning-Based Sampling.,"Xinjun Sheng,Weichao Guo,Xiangyang Zhu,Wei Xu,Xu Shi"
"Design, Modeling and Experiments of a Variable Stiffness Soft Robotic Glove for Stroke Patients With Clenched Fist Deformity.","Dai Li,Chang Wang,Xiangli Li,Jianjun Zhang,Jianhua Zhang,Yufei Hao"
Design of Shape Actively Controllable Planar Pneumatic Kirigami Actuator.,"Guodong Lu,Juncai Long,Chengdi Zhou,Jituo Li,Sai Ge"
"KISS-ICP: In Defense of Point-to-Point ICP - Simple, Accurate, and Robust Registration If Done the Right Way.","Cyrill Stachniss,Tiziano Guadagnino,Louis Wiesmann,Ignacio Vizzo,Benedikt Mersch,Jens Behley"
Hot-NetVLAD: Learning Discriminatory Key Points for Visual Place Recognition.,"Christina Dao Wen Lee,Marcelo H. Ang,Daniela Rus,Beatrix Xue Lin Tung,Zhikai Li,Zefan Huang"
Design and Evaluation of the SoftSCREEN Capsule for Colonoscopy.,"Lukas Lindenroth,Vanni Consumi,Agostino Stilli,Danail Stoyanov,Jeref Merlin"
UAVs-assisted passive source localization using robust TDOA ranging for search and rescue.,"Ruhul Amin Khalil,Nasir Saeed,Muhannad Almutiry"
FPoR: Fair proof-of-reputation consensus for blockchain.,"Zhigang Huang,Tao Zhang"
"Towards 6G Internet of Things: Recent advances, use cases, and open challenges.","Zakria Qadir,Hafiz Suliman Munawar,Nasir Saeed,Khoa N. Le"
Intelligent Reconfigurable Surface enhanced Ambient Backscatter Communication enabled Wireless Body Area Network.,"Weilin Zang,Xu Zhao,Ye Li"
An efficient location-based pilot assignment in Cell-Free Massive MIMO.,"Lam Tung Phan,Trinh Van Chien,Tien Hoa Nguyen"
"Security of Internet of Things (IoT) using federated learning and deep learning - Recent advancements, issues and prospects.","Vinay Gugueoth,Sunitha Safavat,Sachin Shetty"
Energy-efficient anchor activation protocol for non-cooperative localization of Industrial Internet of Things (IIoT).,"Ruhul Amin Khalil,Nasir Saeed,Ali Hamdan Alenezi,Muhannad Almutiry"
Data-enabled learning and control algorithms for intelligent glucose management: The state of the art.,"Dawei Shi,Marzia Cescon,Wenjing Wu,Linong Ji,Wei Liu,Deheng Cai"
A survey on distributed online optimization and online games.,"Xiuxian Li,Na Li,Lihua Xie"
Empowering wave energy with control technology: Possibilities and pitfalls.,"John V. Ringwood,Nicol,Siyuan Zhan"
Stochastic control of thermodynamic heat engines.,"Rui Fu,Qingyun Wang"
Community-Based Influence Maximization Using Network Embedding in Dynamic Heterogeneous Social Networks.,"Cheng Zhong,Xi Qin,Hai-Xiang Lin"
Variational Graph Autoencoder with Adversarial Mutual Information Learning for Network Representation Learning.,"Dongjie Li,Guang Lian,Dong Li"
Ada-MIP: Adaptive Self-supervised Graph Representation Learning via Mutual Information and Proximity Optimization.,"Yuyang Ren,Guihai Chen,Peng Yu,Haonan Zhang,Xinde Cao,Xinbing Wang,Luoyi Fu,Fei Long,Chenghu Zhou"
Scheduling Hyperparameters to Improve Generalization: From Centralized SGD to Asynchronous SGD.,"Jianhui Sun,Guangxu Xun,Ying Yang,Aidong Zhang"
Privacy-Preserving Personalized Fitness Recommender System,"Ali Anaissi,Xiao Liu,Yu Liu,Zisu Ma,Bonan Gao,Han You,Basem Suleiman"
Road Network Representation Learning: A Dual Graph-based Approach.,"Liang Zhang,Cheng Long"
STA-TCN: Spatial-temporal Attention over Temporal Convolutional Network for Next Point-of-interest Recommendation.,"Chenghu Zhou,Xinbing Wang,Hao Jiang,Junjie Ou,Haiming Jin,Xiaocheng Wang"
Methods and Applications of Clusterwise Linear Regression: A Survey and Comparison.,"Nargiz Sultanova,Sona Taheri,Qiang Long,Xue Wu,Adil M. Bagirov"
Detail enhancement-based vehicle re-identification with orientation-guided re-ranking.,"Ziruo Sun,Xiushan Nie,Yilong Yin,Xiaopeng Bi,Shaohua Wang"
ARAI-MVSNet: A multi-view stereo depth estimation network with adaptive depth range and depth interval.,"Song Zhang,Wenjia Xu,Zhiwei Wei,Yang Wang,Lili Zhang,Junyi Liu"
Lane Detection with Versatile AtrousFormer and Local Semantic Guidance.,"Lihe Zhang,Jiaxing Yang,Huchuan Lu"
SiamRank: A siamese based visual tracking network with ranking strategy.,"Xiaomei Gong,Feiyu Meng,Yi Zhang"
A novel method of human identification based on dental impression image.,"Ning Wang,Jiafa Mao,Weiguo Sheng,Lixin Wang,Yahong Hu"
3D Medical image segmentation using parallel transformers.,"Qingsen Yan,Caixia Dong,Duwei Dai,Songhua Xu,Zongfang Li,Shengqiang Liu,Javen Qinfeng Shi,Yanning Zhang"
Automatically detecting human-object interaction by an instance part-level attention deep framework.,"Lin Bai,Fenglian Chen,Yang Tian"
Underwater object detection algorithm based on feature enhancement and progressive dynamic aggregation strategy.,"Xianqiang Bao,Zhong Li,Xia Hua,Xiaopeng Cui,Yingjie Liang,Shaohua Qiu,Xinghua Xu"
Joint A-SNN: Joint training of artificial and spiking neural networks via self-Distillation and weight factorization.,"Zhe Ma,Xiaode Liu,Xuhui Huang,Liwen Zhang,Weihang Peng,Yufei Guo,Yuanpei Chen"
Feature fusion network for long-tailed visual recognition.,"Yang Cao,Xuesong Zhou,Junhai Zhai"
Neural operator search.,"Wei Li,Shaogang Gong,Xiatian Zhu"
MSCA-Net: Multi-scale contextual attention network for skin lesion segmentation.,"Qianni Zhang,Yongheng Sun,Chunfeng Lian,Yaqi Wang,Duwei Dai,Songhua Xu"
A dense light field reconstruction algorithm for four-dimensional optical flow constraint equation.,"Zhengde Xia,Abdul Ghaffar,Na Song,Bin Liu,Ming Yang,Jian Liu,Jianbin Ren,Jinxiao Pan"
Granularity-aware distillation and structure modeling region proposal network for fine-grained image classification.,"Hao Liu,Wenzhong Guo,Baitao Chen,Xiao Ke,Yuhang Cai"
A unified low-order information-theoretic feature selection framework for multi-label learning.,"Wanfu Gao,Ping Zhang,Pingting Hao,Yang Wu"
Crowd counting from single images using recursive multi-pathway zooming and foreground enhancement.,"Yaping Dai,Jun Liu,Zhiyang Jia,Yap-Peng Tan,Fuchun Sun,Junjie Ma"
Local multi-scale feature aggregation network for real-time image dehazing.,"Xiaorong Hou,Yong Liu"
FBN: Federated Bert Network with client-server architecture for cross-lingual signature verification.,"Liyang Xie,Zhongcheng Wu,Xian Zhang,Yong Li"
Deep feature annotation by iterative meta-pseudo-labeling on 2D projections.,"Barbara Caroline Benato,Alexandru C. Telea,Alexandre X. Falc"
An Interpretable Channelwise Attention Mechanism based on Asymmetric and Skewed Gaussian Distribution.,"Bo Li,Cheng Chen"
A black-box reversible adversarial example for authorizable recognition to shared images.,"Peipeng Yu,Yuhui Zheng,Lizhi Xiong,Yue Wu"
AGMN: Association graph-based graph matching network for coronary artery semantic labeling on invasive coronary angiograms.,"Drew Pienta,Jingfeng Jiang,Michele Esposito,Zhihui Xu,Weihua Zhou,Guang-Uei Hung,Chen Zhao"
A lightweight network for smoke semantic segmentation.,"Chunmei Wang,Kang Li,Zhijun Fang,Feiniu Yuan"
Multi-stage information diffusion for joint depth and surface normal estimation.,"Zhiheng Fu,Yulan Guo,Mengyi Liu,Farid Boussa,Mohammed Bennamoun,Hamid Laga,Siyu Hong"
"Low-rank tensor recovery via non-convex regularization, structured factorization and spatio-temporal characteristics.","Ming Yang,Quan Yu"
Adaptive momentum variance for attention-guided sparse adversarial attacks.,"Wen Yao,Handing Wang,Chao Li,Tingsong Jiang"
ALVLS: Adaptive local variances-Based levelset framework for medical images segmentation.,"Xiaojun Chang,Jun Liu,Yunyun Yang,Xiu Shu,Boying Wu"
Detecting and grouping keypoints for multi-person pose estimation using instance-aware attention.,"Shutao Xia,Zhibin Quan,Zhicheng Wang,Shoukui Zhang,Sen Yang,Yanjie Li,Wankou Yang,Ze Feng"
Improving pseudo labels with intra-class similarity for unsupervised domain adaptation.,"Xiao-Lei Zhang,Jie Wang"
Unsupervised person re-identification via multi-domain joint learning.,"Jun Tang,Pu Yan,Nian Wang,Jun Yu,Feng Chen"
A pyramid input augmented multi-scale CNN for GGO detection in 3D lung CT images.,"Xinming Zhao,Zheng Zhu,Xiongbiao Luo,Murong Wang,Guanghui Han,Weihua Liu,Xiabi Liu"
A single-stage point cloud cleaning network for outlier removal and denoising.,"Huankun Sheng,Ying Li"
Assessing polygonal approximations: A new measurement and a comparative study.,"Luis Del-Moral Mart,Rafael Medina Carnicer,Nicol,Francisco Jos"
AA-trans: Core attention aggregating transformer with information entropy selector for fine-grained visual classification.,"Gefei Hao,Qi Wang,JianJun Wang,Yazhou Wang,Xue Wu,Hongyu Deng"
